MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
2.7119,35.5,2.5178,0.7655,1166.0,2.9321,40.4031,-122.7012,0.3709
3.112,36.8,5.499,0.9705,102.0,1.872,32.9123,-115.4399,1.8642
3.2431,37.8,5.5683,1.6878,122.0,5.3298,40.2984,-118.1277,1.4969
3.2253,38.2,4.4741,1.4039,2701.0,4.2321,41.0414,-122.0105,0.6073
7.3891,1.0,4.613,0.8072,399.0,5.3243,33.0391,-119.2935,3.325
2.3096,49.6,5.6445,1.9495,235.0,4.7531,36.4547,-123.3677,0.7643
5.1158,42.5,4.3757,1.5188,1576.0,3.8073,37.5978,-123.4622,1.9123
9.3071,47.1,2.6559,0.8959,1402.0,1.9023,34.7111,-114.9685,3.9866
3.2939,1.8,5.9301,1.4778,1013.0,6.2799,37.4085,-119.6925,1.0155
2.9132,48.6,7.6467,1.5233,228.0,2.0729,40.9166,-120.7035,1.0787
3.9028,42.3,7.2391,1.9285,303.0,2.6983,40.736,-114.5347,2.0747
9.096,43.7,3.8805,0.908,551.0,3.9859,41.4285,-120.3105,4.2898
5.0353,5.8,2.9975,0.5731,808.0,4.0658,37.099,-120.9695,2.5599
3.2585,38.7,4.9316,1.1576,243.0,3.7769,36.4004,-121.6336,1.6207
5.9914,50.0,8.6356,2.442,479.0,2.5597,38.825,-118.5668,2.8966
2.3132,35.6,6.7912,1.115,527.0,2.3566,36.4592,-118.6367,0.8567
6.7451,30.1,6.9079,1.4968,1461.0,8.2798,32.8985,-124.33,3.2267
5.7268,49.2,7.2797,1.1179,858.0,2.9573,39.3393,-117.6323,2.6901
3.7259,23.6,6.3415,1.9018,89.0,2.8159,35.1693,-116.2228,1.4834
2.7097,31.6,5.7412,1.5969,326.0,2.2582,32.9663,-118.0324,1.184
2.6327,25.3,6.8246,1.1092,159.0,3.313,32.6959,-115.3662,1.0514
6.1774,48.6,4.4077,1.5116,712.0,3.2518,41.3479,-121.5976,1.9221
9.3688,4.9,2.6711,0.5,1016.0,2.9847,34.8947,-122.4842,4.61
3.0576,26.6,6.946,1.8615,447.0,3.4997,36.755,-117.1786,0.9948
5.9005,36.0,7.9755,2.4347,309.0,6.0825,41.5305,-122.5201,2.0871
1.2812,41.4,3.2635,1.0038,432.0,2.3678,36.9414,-123.5434,0.4154
3.1558,30.7,7.1438,1.1206,497.0,3.0564,33.2468,-123.4855,1.6047
4.3989,47.4,8.8615,2.9357,213.0,2.3184,37.7434,-116.4319,1.9261
2.5966,49.0,5.4955,1.8338,119.0,3.38,33.3379,-124.1983,1.6905
2.5551,4.3,3.864,1.0134,52.0,2.3932,33.4033,-121.4607,0.899
3.0022,21.5,5.746,1.4159,1433.0,2.4347,40.589,-123.1435,0.6775
5.3405,2.2,4.3989,0.6993,663.0,1.6756,35.2495,-116.5734,2.8489
4.0052,17.8,4.2665,1.1195,580.0,3.124,38.9474,-119.2133,1.48
1.1701,28.4,6.3664,1.4762,1430.0,3.5677,37.3348,-122.3423,0.2
1.2556,47.5,2.2925,0.6982,115.0,6.323,34.6121,-116.6207,0.2
3.1139,44.2,2.6121,0.6028,71.0,3.6248,37.4193,-116.6212,1.286
5.898,7.5,5.5386,1.588,592.0,2.5096,33.1554,-119.0083,3.0971
0.862,5.7,5.4554,0.929,541.0,1.7439,35.7985,-121.6036,0.5224
3.3207,31.1,6.1871,1.0926,71.0,1.8432,37.4669,-118.3441,1.4742
3.2682,28.1,9.2505,1.646,578.0,1.7892,34.6697,-114.6979,1.629
10.3088,14.6,5.709,0.9083,270.0,6.3676,38.7718,-123.9578,4.5731
3.5572,46.9,6.6963,1.7294,180.0,3.3707,32.9922,-121.697,2.0858
5.6395,48.3,3.5489,1.0959,289.0,2.3793,37.1057,-121.5078,3.0551
4.8781,21.5,7.0359,1.9143,35.0,2.0463,39.2925,-117.866,2.6818
1.2481,46.4,4.4472,1.1785,223.0,2.1331,36.5845,-117.6628,0.6433
7.1059,20.6,5.6428,1.6146,199.0,2.3544,40.8086,-122.3337,3.5782
5.1,38.6,5.2823,1.1512,704.0,5.0861,38.5058,-122.2309,1.682
6.0797,25.3,7.5659,1.6826,344.0,2.9684,41.6057,-114.7538,2.5246
15.0,7.3,2.88,0.613,764.0,1.6837,35.1992,-116.5589,5.5
1.2834,48.3,1.0,0.5,32.0,7.5699,41.4185,-114.6902,0.2
12.6141,24.2,5.0731,0.925,174.0,1.904,38.2648,-115.7885,5.5
3.7717,38.5,6.4371,0.9823,703.0,2.3718,39.5792,-120.2778,1.9489
5.3249,19.7,5.8045,1.5628,296.0,5.0736,41.0705,-123.22,2.3574
4.361,2.0,7.9644,2.6958,940.0,3.5468,37.7364,-117.8897,1.6542
3.4745,6.1,6.3747,1.7332,66.0,2.4894,40.6907,-120.8041,1.5379
3.1839,26.3,4.3723,1.3405,838.0,1.8358,37.6461,-120.0332,1.1284
5.4614,36.2,1.0,0.5,213.0,2.0408,38.1924,-120.0283,2.1701
1.8034,18.1,5.0254,1.2538,193.0,2.0905,36.7284,-114.6665,0.3386
7.0311,36.5,7.5559,2.219,1087.0,3.0126,33.8836,-123.7769,3.5176
3.4913,36.6,4.7159,1.4847,1289.0,3.2428,37.7583,-122.4724,0.8223
2.275,36.9,5.5566,1.0832,1135.0,2.8307,41.7858,-118.1166,0.7805
3.4212,26.1,6.3427,1.3778,3098.0,2.9574,39.9783,-115.2205,1.5734
9.5285,47.7,3.4694,0.6757,1432.0,1.9733,39.6012,-114.8616,4.5039
3.2505,25.9,6.7465,1.6221,182.0,3.3779,38.6114,-118.6337,1.4248
5.5571,24.0,8.7742,2.8693,465.0,5.0139,35.8051,-124.1371,3.0268
2.8905,11.2,5.1544,1.129,281.0,2.8148,34.1113,-120.6897,1.5685
7.0622,16.7,3.2419,0.7291,3069.0,2.7929,34.6332,-114.8523,2.904
6.7619,3.2,5.3668,1.7285,1218.0,3.1056,32.5601,-119.2506,3.401
13.5877,33.3,1.0512,0.5,334.0,4.6987,38.8981,-116.8706,5.5
4.0336,13.7,6.1738,1.5872,971.0,2.1004,40.2128,-121.6735,1.4391
6.6939,16.5,6.4045,2.0633,118.0,5.3674,35.0547,-124.2374,2.6863
4.7533,40.3,8.8513,2.196,518.0,3.5555,33.3726,-118.4272,2.6092
9.7525,17.7,5.112,1.4636,158.0,3.0388,35.6894,-115.7327,4.7166
2.9116,13.4,6.317,1.0557,75.0,4.8807,35.2745,-114.1022,1.1339
7.0077,9.6,3.7774,0.7016,884.0,1.8723,36.7833,-115.6104,3.0028
3.9876,40.5,4.7871,1.1052,1001.0,3.7018,35.009,-118.6831,1.1522
4.3124,7.6,2.4496,0.6099,637.0,3.5684,35.7275,-118.1084,1.4452
4.7353,24.1,5.1104,1.7536,336.0,2.0664,41.1218,-115.8463,2.5429
5.214,26.9,4.8894,1.6826,114.0,3.612,35.6809,-124.292,2.4212
4.1798,36.1,6.0984,1.9529,126.0,3.3646,39.9624,-114.5077,1.1587
5.0979,33.3,4.2528,0.9064,153.0,2.7969,38.4454,-118.9222,2.6467
11.5521,42.3,5.6667,1.9426,319.0,4.2424,35.7066,-114.5035,5.5
8.0952,3.3,4.8332,1.3913,1183.0,2.39,40.269,-116.4726,4.075
7.5496,16.1,4.837,1.1057,1165.0,3.3472,38.1532,-122.9007,3.3045
3.4099,15.3,5.6607,1.6435,78.0,2.85,32.5819,-122.7648,1.7392
2.6286,8.4,5.581,0.8556,202.0,2.3493,33.1529,-120.7867,1.5208
7.9501,15.7,7.0223,1.2586,196.0,3.6735,39.6501,-121.7281,4.1451
7.5809,16.8,5.2587,1.6614,32.0,2.7646,36.742,-119.8874,3.5201
10.8439,27.6,4.8002,1.3398,711.0,1.6666,36.3523,-118.159,5.1215
3.1193,34.8,5.1384,1.145,315.0,1.4617,33.8854,-119.9159,1.8878
3.9051,20.4,4.0707,1.0182,360.0,4.1191,33.9945,-123.9076,2.1396
1.6758,37.7,4.7802,1.5824,1550.0,1.8437,40.0786,-114.2559,0.4291
3.5414,18.1,9.5623,2.6422,441.0,3.3594,40.3757,-120.0362,1.7592
8.1494,15.8,3.6746,0.8438,262.0,3.0709,37.82,-115.5637,3.8525
3.3875,28.6,4.9427,0.8604,715.0,2.5924,35.3037,-123.7235,1.528
6.5817,2.2,4.725,0.9863,1163.0,6.571,41.3607,-115.9943,2.243
3.9976,5.1,5.0057,1.7303,543.0,3.228,38.4276,-122.6793,1.3751
5.4436,22.3,4.8375,1.1488,804.0,4.0643,40.0681,-117.3662,2.0484
2.251,49.1,6.0585,1.4805,349.0,3.3667,32.5312,-117.551,0.8301
4.7168,37.8,2.0796,0.5193,372.0,2.7384,36.778,-114.947,2.1511
0.7448,5.5,7.5743,2.4755,452.0,2.9813,40.774,-121.1329,0.4744
4.0063,44.2,6.7652,1.8319,190.0,5.3839,35.7132,-123.3559,1.7479
1.6849,38.3,3.0143,0.8703,229.0,4.6424,39.4022,-115.4221,0.2
9.2405,32.2,1.0,0.5,1600.0,6.5587,38.7479,-121.0184,3.9393
7.1452,42.8,3.5459,0.5525,3005.0,3.2827,33.9461,-122.0584,3.2552
5.9299,21.6,5.0147,1.6859,1983.0,2.1154,39.8616,-119.3948,2.7006
11.163,12.3,10.6606,3.6227,107.0,2.5188,33.569,-122.9656,5.5
2.5362,27.1,6.5865,2.2383,98.0,1.868,39.4152,-121.3819,1.4763
12.7869,29.0,1.8848,0.6385,123.0,4.0829,41.9142,-120.4546,5.5
7.8406,28.5,4.1207,1.29,461.0,2.3765,41.6008,-121.5888,3.4488
3.8887,29.8,5.3936,1.5475,24.0,1.0,40.1023,-119.7723,2.0505
8.8585,49.4,6.0074,1.9158,224.0,8.0487,37.5779,-120.4612,4.0285
2.3076,47.0,2.8705,0.7753,1648.0,2.3911,38.9108,-116.3668,0.5333
2.7327,45.7,5.23,0.9251,1078.0,2.3854,39.417,-114.8567,1.008
3.1107,41.9,4.0647,0.9277,242.0,5.8629,32.5798,-123.4403,1.2721
3.2629,49.1,3.2925,1.1335,262.0,1.8528,33.4725,-115.8553,1.2881
2.3775,6.0,6.0192,1.3256,711.0,4.7334,38.1721,-114.7164,0.9541
9.3357,14.5,7.0478,2.2804,1028.0,2.3751,32.5621,-117.2906,5.0884
3.837,26.2,7.1821,1.2112,237.0,1.7691,41.1346,-114.0376,1.7262
5.5373,44.2,6.6488,1.4417,319.0,5.9434,37.1518,-120.982,2.4232
3.1829,26.8,4.5053,0.992,229.0,4.3459,34.9488,-115.7817,1.7881
1.5033,39.1,6.9291,1.1109,107.0,4.3405,36.2413,-117.4261,0.447
5.27,8.1,6.1181,1.0634,324.0,3.4801,40.5824,-121.104,2.4308
1.4228,13.9,5.7679,1.088,300.0,3.8177,41.3083,-117.1009,0.2
4.3009,38.3,4.2766,1.3581,114.0,1.8352,33.6042,-119.149,2.029
1.9719,9.4,4.5062,0.7331,770.0,3.1413,39.8906,-122.5158,0.7301
14.7666,18.9,5.6478,1.1846,654.0,2.072,37.9932,-122.6743,5.5
7.7432,14.5,10.3797,1.5781,809.0,1.7236,38.0623,-117.0093,4.1586
4.7753,18.8,6.1025,1.7644,187.0,3.5409,39.9048,-117.0247,2.0893
9.5661,37.1,4.2776,1.1723,56.0,4.7744,34.617,-118.9269,4.6515
2.6972,19.8,3.8352,1.07,644.0,2.5771,37.5449,-119.2351,1.6084
6.2095,29.3,4.5165,1.0156,208.0,2.7599,35.5338,-122.6096,3.3259
5.0525,6.1,9.8546,1.8887,166.0,1.9055,33.3979,-119.9925,3.0058
5.251,42.1,4.7015,1.3825,115.0,3.0129,33.4983,-115.3503,2.7349
9.6158,19.9,7.3137,2.2835,306.0,4.0716,33.7965,-115.5254,4.6753
6.9552,34.1,4.7481,0.8438,1953.0,4.1231,38.3415,-117.5604,2.8906
5.3294,38.0,6.0224,1.4897,243.0,3.7362,33.5054,-114.0278,2.7547
1.6604,11.7,7.0835,1.4149,136.0,2.3458,37.916,-115.1216,0.8368
2.5193,46.1,4.3562,0.7999,774.0,2.3162,38.0888,-122.9751,1.2276
4.1636,32.4,4.2178,1.2521,480.0,4.1295,41.087,-120.3091,1.8926
4.7399,22.9,8.8177,2.2716,48.0,4.157,38.4506,-123.1147,2.1507
2.2748,10.3,7.4692,1.4433,782.0,2.8044,41.8631,-119.6061,0.2279
15.0,49.1,7.0813,1.5012,3390.0,2.5333,32.7944,-116.348,5.5
11.1321,39.5,7.0746,2.4289,30.0,4.7918,39.1894,-122.8642,4.9562
6.4319,11.6,6.4192,2.0524,117.0,2.6013,32.7516,-115.2556,3.4307
4.6796,18.2,9.5356,3.1085,23.0,4.0486,39.4291,-118.5249,2.3454
3.9459,42.3,5.5878,1.3523,374.0,2.8441,36.1656,-116.6361,2.2562
2.5316,36.5,6.6545,1.8284,1086.0,1.9758,38.3074,-124.0259,1.6227
4.695,40.1,2.5982,0.5855,448.0,5.7255,35.4406,-123.5147,1.7253
5.2313,23.5,3.8501,0.6374,1623.0,3.152,34.0115,-117.981,2.7645
2.1275,37.5,3.0984,0.7133,926.0,2.2608,39.3734,-115.699,0.7371
5.4767,20.7,8.0481,2.1633,2213.0,1.7223,41.0939,-115.3244,3.2375
4.0831,11.8,1.0,0.5,1287.0,1.7932,34.244,-117.2721,2.2079
1.4266,33.3,4.6954,1.5006,270.0,2.5879,41.2467,-122.3901,0.2702
2.6745,50.8,1.0,0.5,431.0,6.4886,33.8317,-122.4523,0.4942
3.4968,16.8,3.8374,0.8574,169.0,2.3777,39.4888,-115.2457,0.7052
13.9101,24.5,4.5181,0.7906,320.0,5.3601,41.6147,-123.311,5.5
6.2584,35.4,8.2697,1.91,429.0,2.8511,33.9,-117.2963,3.5251
2.0112,28.6,6.2933,0.9939,371.0,1.873,36.6334,-118.8982,1.2409
5.9992,44.0,3.8337,0.784,1544.0,2.4861,35.7058,-120.0751,2.0275
1.7711,39.8,7.6319,1.7565,290.0,1.7997,36.1905,-119.8765,0.5713
8.5816,4.0,5.5357,1.3597,159.0,2.1332,39.6548,-114.5753,4.2875
3.3781,51.9,5.5751,1.4425,169.0,2.1079,38.7813,-115.4548,2.0252
4.2368,39.4,3.0947,0.6344,777.0,1.4028,41.7025,-115.4177,1.6993
9.9292,45.1,3.52,0.8962,99.0,5.502,34.2621,-120.2305,4.9189
2.0703,34.2,3.8498,0.9694,330.0,3.2687,37.661,-123.3767,0.4172
1.9381,44.7,5.5929,1.1926,1522.0,2.283,36.7667,-114.0227,0.805
3.1577,6.7,5.6558,1.7875,541.0,3.2828,41.2291,-122.9739,1.1005
8.3564,18.7,8.5882,2.2254,374.0,2.1507,32.6009,-119.0864,4.8048
1.8011,45.7,6.2701,1.3572,389.0,1.0321,41.8971,-121.7215,0.5194
0.8193,11.3,1.0,0.5,144.0,9.8029,37.0575,-119.1372,0.2
3.4189,5.0,6.0253,1.9222,171.0,3.2409,38.4426,-121.2982,1.4182
6.2404,41.2,2.6,0.9009,332.0,2.3736,35.9205,-115.0827,2.5942
9.2088,43.6,3.5681,1.0292,529.0,1.386,40.599,-114.3324,3.972
3.3943,9.3,3.8757,0.8745,1041.0,1.6526,37.8389,-120.1943,1.3393
3.5013,44.6,4.1733,0.8604,443.0,5.8229,38.7967,-123.763,1.2306
8.9561,36.0,2.7497,0.7772,1561.0,5.4782,38.6646,-117.535,3.5423
1.4596,27.5,5.907,2.0448,2009.0,4.0604,35.9578,-120.5454,0.2
3.5498,43.3,2.6784,0.7375,894.0,1.9232,33.2219,-114.1473,1.9668
5.0241,22.4,6.2133,2.0276,1373.0,5.4958,40.1732,-123.5616,0.8879
5.8681,10.9,9.9739,2.1526,150.0,3.5963,35.2523,-123.2492,2.9087
3.3006,15.5,2.8413,0.6574,128.0,3.9039,40.5648,-117.1561,0.7533
4.5753,26.8,4.931,1.6334,677.0,3.5911,38.2821,-116.5342,1.6638
1.007,28.1,1.0,0.5,106.0,1.6441,35.8602,-119.5535,0.4325
3.0194,42.1,4.8981,1.6961,302.0,1.8603,38.1453,-121.5887,1.2675
5.8832,41.4,6.7854,2.0692,872.0,2.4496,38.6322,-121.247,2.6129
2.4859,30.6,6.9413,1.6638,1658.0,3.8863,39.2135,-120.9513,1.1539
4.6431,40.8,5.6547,1.4488,313.0,1.7295,40.3122,-122.1345,2.0908
5.8598,10.8,7.2785,2.4027,211.0,2.8007,34.0177,-115.5683,3.566
3.6491,3.6,10.5921,2.7574,556.0,2.7993,41.4694,-123.8167,1.8914
4.9643,45.6,8.9246,1.7946,138.0,4.1251,36.403,-120.2236,2.079
2.5152,4.9,4.455,1.0564,339.0,3.9348,40.6743,-116.6502,1.3975
3.9592,13.6,2.5978,0.6579,400.0,2.0055,34.5946,-124.4598,2.0191
6.4632,36.5,4.6877,0.7938,392.0,5.3584,32.7758,-115.2807,3.559
4.9243,21.9,3.606,1.0773,441.0,1.8865,37.9468,-117.0839,2.1957
3.1521,45.7,6.4027,1.1004,175.0,4.6501,35.5843,-123.7296,1.4307
5.127,16.2,3.1376,0.7247,195.0,2.4108,41.8524,-115.1025,2.2855
6.881,1.6,5.3544,1.6648,191.0,3.2078,33.4923,-119.3833,3.4235
1.31,16.3,7.176,1.7475,80.0,3.2884,32.9494,-117.6515,1.1585
8.984,30.5,5.2986,1.6871,568.0,3.2514,32.9277,-115.2386,5.0299
3.6629,20.2,3.6074,0.7878,987.0,3.9346,34.5603,-115.2478,0.8817
5.7851,28.3,7.8496,2.6809,895.0,3.5134,38.0023,-120.2082,2.8748
9.1921,45.7,1.742,0.5,310.0,4.1102,37.3029,-122.0043,3.8462
1.968,47.5,4.8444,0.7637,179.0,3.6177,35.8257,-121.7971,0.2
2.928,14.6,5.4167,1.7576,849.0,1.8116,33.3435,-116.4576,1.7073
3.7692,24.6,5.5318,1.662,764.0,3.3465,34.7205,-114.741,1.9043
2.8004,29.0,5.861,1.1511,501.0,2.3976,34.2494,-123.7416,1.6408
12.6919,49.4,6.7209,2.3318,2308.0,1.9276,39.5838,-124.3423,5.5
2.6803,51.9,5.4292,1.3598,393.0,2.6753,39.9095,-115.8592,1.2636
3.2113,13.0,4.7639,1.6207,312.0,3.2326,39.8816,-120.4407,1.0735
5.0664,38.1,4.6848,1.1759,270.0,3.3197,41.7059,-121.5973,2.1289
2.1787,20.3,4.277,1.0452,85.0,4.5833,40.9003,-122.5221,0.7685
3.5346,1.4,7.0751,1.6968,782.0,5.0679,37.2291,-120.862,1.8598
5.422,1.5,4.2069,0.9128,363.0,3.4367,36.4419,-114.2996,2.543
3.6703,24.5,7.1935,1.8469,672.0,3.6945,41.1998,-114.2407,1.3612
4.2375,25.9,5.538,1.3319,2545.0,3.1209,38.3066,-121.0191,1.6421
3.2622,2.2,4.4575,0.7014,273.0,4.0832,35.2968,-114.3813,1.1131
1.8064,36.0,6.7368,1.3614,39.0,3.6502,37.8624,-121.3514,0.9323
5.4355,16.0,4.0451,0.7792,653.0,2.9394,41.9254,-115.5279,1.8142
12.8451,29.6,6.7764,2.1921,477.0,7.105,40.57,-122.274,5.5
4.5314,16.3,5.9255,1.5985,194.0,2.4146,35.1722,-115.8219,2.3213
5.1303,9.5,4.3074,1.304,600.0,5.3751,41.5531,-120.7858,1.4188
6.7912,21.8,6.5573,2.2384,885.0,1.7477,41.8239,-122.4449,2.6377
2.0926,12.8,6.5932,1.8382,157.0,4.1597,34.6961,-114.6848,0.7042
12.4474,28.3,7.815,2.7081,298.0,5.3368,41.0081,-122.2511,5.5
5.0602,11.1,7.4323,1.5783,1766.0,1.4009,40.8904,-114.0857,2.7492
11.9307,26.9,6.4825,1.2139,196.0,3.1759,32.8777,-123.36,5.5
2.8869,9.0,3.2448,0.7485,431.0,3.9995,38.862,-124.3948,1.1855
13.3409,35.2,10.3972,2.5386,29.0,3.3227,35.4002,-115.3567,5.5
7.1356,39.5,2.6928,0.8861,92.0,3.4948,38.9088,-118.3407,3.4559
6.2453,6.6,7.3985,1.9383,472.0,3.1724,41.1788,-120.0729,2.8262
5.1573,24.9,6.3626,1.3262,1377.0,1.9392,37.2384,-123.6394,2.2388
3.8608,4.6,3.1517,0.9409,103.0,7.7463,36.4369,-118.4636,1.434
9.2103,31.5,5.2514,1.319,435.0,2.4561,41.2545,-120.3659,4.0445
4.8755,14.5,5.3425,0.9746,277.0,3.5739,41.7541,-119.422,2.5585
1.3768,27.9,8.1112,2.1524,1046.0,2.3193,33.0912,-117.8809,1.0713
2.2926,27.4,4.0734,1.3535,119.0,1.2088,41.2671,-117.7807,0.9575
4.0088,48.1,4.9761,1.585,620.0,2.0755,33.2863,-114.4137,2.1634
5.3978,29.0,1.0,0.5,210.0,1.6836,35.7042,-117.6219,2.5998
4.3321,30.7,8.9695,2.0219,504.0,4.6489,39.7445,-120.9363,1.7091
9.3127,21.5,3.3591,0.5623,432.0,2.3567,39.8819,-121.0389,4.4855
1.39,49.4,6.1538,1.5011,314.0,2.4458,39.3953,-119.4898,0.3753
4.8849,40.6,5.2972,1.5914,651.0,1.9626,32.8716,-121.7771,3.0885
1.5056,15.6,5.304,1.1778,421.0,3.1193,33.7632,-120.5474,0.5397
7.0698,44.1,7.1197,1.4032,353.0,2.2556,41.3941,-115.6578,3.4187
4.2348,23.1,8.8425,2.9735,282.0,4.468,33.2739,-115.4725,1.8709
5.7648,43.3,6.003,1.8868,436.0,3.39,33.2462,-117.9082,2.5877
2.6689,43.0,6.8102,1.8909,504.0,2.3899,40.4386,-118.3802,0.5163
9.657,10.6,6.1578,1.0921,150.0,4.2211,38.592,-120.0155,4.6781
8.3732,36.8,7.5351,1.3486,284.0,3.0137,35.8407,-117.8231,4.0043
6.3606,15.8,4.5742,0.7806,140.0,3.0301,34.0742,-116.0364,3.5004
4.1466,16.2,7.6508,2.0906,388.0,1.6735,40.8996,-116.7526,2.0628
6.3466,16.1,7.721,1.3366,223.0,2.9199,41.8911,-124.1277,2.9592
2.9325,38.0,7.6651,2.4415,872.0,3.4165,32.9747,-116.8231,1.0251
7.4882,12.7,4.1797,1.457,791.0,5.1214,37.7641,-116.9405,3.4155
12.0575,1.0,5.1633,1.1528,160.0,2.2239,34.9824,-123.4606,5.5
8.5196,37.5,5.9789,1.4393,402.0,7.4726,40.4077,-122.9224,3.0385
2.8928,9.7,2.7583,0.8063,764.0,3.7537,35.7877,-116.227,1.2706
5.567,6.3,8.6898,2.9322,339.0,1.636,39.289,-118.6306,2.3986
2.0629,13.1,5.4754,1.8004,195.0,2.1424,37.6255,-115.8729,0.3147
6.3182,20.4,6.0679,0.9801,135.0,5.3037,37.6445,-122.5602,3.1956
5.873,25.3,4.346,0.7989,948.0,4.9396,40.651,-124.1785,2.1318
1.4595,3.3,2.8462,0.8565,995.0,3.026,36.9688,-122.7996,0.2
2.2321,50.5,4.2919,1.2351,328.0,3.1898,40.5332,-119.748,0.363
3.7815,37.5,5.9384,1.049,868.0,1.8854,35.9526,-119.0054,1.6314
3.7415,17.5,6.8469,1.7145,21.0,5.0966,34.1604,-115.4941,2.083
2.1691,17.3,5.8236,1.783,1522.0,2.0236,36.827,-116.9799,0.4251
5.6598,23.9,6.1934,1.2,345.0,4.2118,37.2344,-114.1009,2.1748
5.2116,32.9,4.8259,1.5648,465.0,5.1594,37.0446,-123.6734,2.4481
3.9886,8.5,6.4925,1.0427,293.0,3.0626,40.1791,-123.1327,1.6309
2.8477,10.6,8.4657,2.5942,1629.0,4.424,37.8644,-123.6143,1.142
8.4083,44.8,6.9096,1.8874,140.0,6.2906,40.9402,-118.8462,3.3972
12.1005,14.1,7.1191,1.5166,1762.0,3.3441,37.3848,-121.698,5.5
3.353,20.4,6.088,1.791,600.0,2.8007,34.6348,-117.3219,1.2598
3.104,45.4,2.4937,0.7642,752.0,2.9249,33.7302,-123.1067,1.4357
6.0178,34.8,3.4107,1.1486,290.0,2.2318,40.7494,-123.4165,3.0751
3.6153,18.4,6.4098,1.4329,109.0,2.2117,33.0336,-119.6683,1.8877
4.1221,35.9,5.4781,1.5733,1023.0,3.5857,33.6173,-120.5531,1.6824
6.9852,2.0,6.3797,1.7259,551.0,2.8135,33.1048,-115.7938,3.827
1.4253,38.5,8.8528,2.2578,1574.0,3.4247,36.5255,-115.7057,0.813
9.8846,25.8,6.9521,2.2809,332.0,1.6554,37.5598,-123.267,4.6803
4.6815,42.5,8.0178,1.2077,265.0,2.8949,32.6888,-115.9706,2.9466
3.5012,49.7,5.6894,1.1744,1617.0,4.536,37.3981,-118.5763,1.2689
4.248,48.2,3.8856,1.0011,2730.0,1.9202,36.2407,-119.2126,1.9074
4.3818,47.4,5.3843,0.9996,407.0,3.0241,39.8496,-123.505,2.2863
1.5861,27.1,3.8905,1.29,190.0,1.4307,40.3846,-116.7339,0.7811
10.9897,19.4,8.6166,2.4085,907.0,1.7821,39.0072,-123.8738,5.4212
4.5942,24.7,7.0808,1.7389,313.0,4.1498,36.9982,-121.5842,1.8845
5.8463,36.2,6.541,2.047,735.0,2.6546,34.5534,-123.498,3.6919
7.9322,46.1,7.9719,1.9147,311.0,6.2266,40.5476,-118.9269,3.1281
2.4286,11.6,1.4599,0.5,1928.0,3.5715,35.7459,-117.7251,0.8524
5.9541,47.8,6.6763,1.0051,200.0,3.7145,35.8848,-115.146,2.9923
3.8168,42.6,2.8787,0.6424,652.0,1.9531,41.2021,-116.7943,1.638
7.4489,50.9,5.4855,0.9751,247.0,2.5753,41.7682,-114.4084,3.9756
1.2507,45.9,4.8766,1.4042,304.0,2.2411,41.0322,-116.51,0.2793
4.223,15.3,6.8235,1.6772,267.0,1.9617,41.9832,-121.3702,1.8545
3.1215,6.4,5.9564,1.2529,844.0,3.9179,40.7546,-118.7504,1.5974
5.8087,6.7,8.1902,1.9949,1011.0,4.2453,39.1914,-119.6916,2.5447
5.9419,15.9,4.2962,0.8246,705.0,3.5239,35.2913,-118.5573,3.0464
2.9312,32.3,6.9182,2.3177,362.0,2.1571,41.5531,-118.4931,1.2329
2.9232,42.0,5.8244,0.9365,464.0,3.4291,40.828,-117.1279,1.3269
4.1938,46.9,2.2294,0.7203,990.0,1.3978,34.7871,-123.628,2.1753
2.617,32.8,3.6628,0.924,1022.0,5.0998,37.147,-116.6592,0.6486
7.4275,1.3,5.2002,1.4238,27.0,1.7874,33.1655,-122.9907,3.3713
3.5912,10.5,7.7246,1.6262,307.0,1.919,41.5564,-124.2248,1.1431
0.7833,6.1,6.4274,2.2068,322.0,3.146,37.9413,-119.0515,0.2
3.5791,19.5,3.165,0.6532,788.0,3.2598,34.8294,-118.3945,1.559
2.4034,26.6,5.2194,1.3976,377.0,2.918,35.2778,-124.1341,0.4044
1.6841,3.2,9.5356,3.3249,828.0,1.927,41.8162,-119.0886,0.6151
2.133,18.8,5.7224,1.8668,137.0,4.7272,38.3483,-118.887,0.7267
4.7858,10.1,4.8453,1.2465,523.0,1.5305,36.4965,-123.9488,2.6417
9.9461,34.0,6.4835,2.2567,992.0,1.6598,37.2485,-117.0284,5.0126
5.4082,24.7,7.0268,2.0397,92.0,2.8783,33.4362,-122.292,3.0762
3.1146,26.3,4.5877,0.8796,4982.0,1.8118,33.2127,-116.1582,1.3331
5.8917,22.8,6.5051,1.5035,1327.0,4.8991,38.1307,-121.2364,2.3891
3.4026,49.8,4.8422,1.0503,404.0,1.8752,37.364,-119.4821,1.524
2.9542,12.0,6.9387,1.5182,176.0,5.6002,35.912,-115.1356,0.9607
2.242,27.3,5.8394,1.764,339.0,4.5451,37.8781,-116.0351,0.8239
1.5666,38.5,6.4639,1.7249,439.0,4.9235,33.1904,-116.2904,0.2
3.5468,29.4,3.9816,0.6276,627.0,6.3907,41.4679,-122.8154,1.2832
4.9275,48.4,3.8574,1.2556,1809.0,3.1034,35.2903,-123.9945,1.8169
4.2293,20.3,7.391,1.5474,251.0,2.0033,33.1819,-118.1395,2.3934
